iso3,food_serving,personal_care,arts_media,sales,transport,office_admin,tour_soc_mean,ai_autonomy_mean,ai_education_years_mean,artifact_academic_paper_or_thesis_pct,artifact_advice_or_recommendation_pct,artifact_analysis_or_summary_pct,artifact_app_or_website_pct,artifact_audio_or_music_pct,artifact_blog_or_article_pct,artifact_chart_or_visualization_pct,artifact_code_fix_or_debug_pct,artifact_config_or_infra_pct,artifact_creative_writing_pct,artifact_data_or_spreadsheet_pct,artifact_document_or_report_pct,artifact_educational_material_pct,artifact_email_or_message_pct,artifact_explanation_or_answer_pct,artifact_game_or_interactive_pct,artifact_idea_or_brainstorm_pct,artifact_image_or_graphic_pct,artifact_marketing_or_social_content_pct,artifact_math_or_calculation_pct,artifact_ml_or_ai_system_pct,artifact_none_pct,artifact_other_pct,artifact_plan_or_strategy_pct,artifact_presentation_or_slides_pct,artifact_recipe_or_meal_plan_pct,artifact_resume_or_job_application_pct,artifact_script_or_snippet_pct,artifact_sql_or_database_query_pct,artifact_translation_pct,artifact_ui_or_design_mockup_pct,artifact_video_or_animation_pct,collaboration_bucket_augmentation_pct,collaboration_bucket_automation_pct,collaboration_directive_pct,collaboration_feedback_loop_pct,collaboration_learning_pct,collaboration_none_pct,collaboration_task_iteration_pct,collaboration_validation_pct,human_education_years_mean,human_only_ability_pct,human_only_time_mean,human_with_ai_time_mean,multitasking_pct,usage_pct,usage_per_capita_index,use_case_coursework_pct,use_case_personal_pct,use_case_work_pct,arrivals,tour_receipts,gdp_pc,population,services_emp,travel_exp_share,internet_users,mobile_subs,working_age_share,unemployment,services_va,ict_exports,gdp_growth,homicides,arrivals_pc,tour_receipts_pc
MDA,,1.05,14.61,9.31,,7.49,1.05,2.7,12.16,2.3,9.4,4.98,4.98,0.0,0.52,2.07,4.79,1.36,1.41,1.64,14.33,3.1,2.87,17.2,0.47,0.66,1.17,3.15,2.21,0.47,6.11,0.14,3.1,2.91,0.7,0.75,3.48,0.47,1.83,0.8,0.61,49.23,50.77,32.53,17.09,15.11,2.26,30.51,2.5,11.03,87.17,4.46,34.8,21.1,0.05,1.45,25.14,38.16,36.7,29000.0,354000000.0,7578.90216348853,2402306,36.5905409268494,30.1897004278571,77.3687973,120.083487069521,63.9997621056353,1.427,61.7311892767386,26.735615356763,0.270670455512573,2.54314378217647,0.012071734408522479,147.35841312472266
MDG,,1.65,14.97,6.36,,9.49,1.65,2.79,12.78,1.36,5.69,3.08,6.81,0.0,0.59,2.25,6.81,2.61,0.59,3.5,15.7,4.21,4.38,12.2,0.47,0.36,1.18,3.73,1.13,0.36,6.69,0.12,3.26,2.61,0.3,2.55,4.5,0.3,1.3,1.18,0.18,47.73,52.27,33.49,17.7,14.37,2.08,29.81,2.55,11.64,82.82,5.62,37.32,19.96,0.04,0.1,25.59,28.91,45.5,87099.9984741211,202000000.0,550.37875528856,31964956,20.6172891989493,51.4514381409079,18.67790031,75.4562966735535,57.3379907045704,3.051,49.2953656188918,19.1902998059645,4.32283728087992,,0.002724859013543491,6.319420555435771
MEX,0.46,1.24,13.18,8.67,0.35,8.35,0.85,2.81,12.49,0.73,8.86,4.71,5.12,0.04,0.35,3.13,3.57,1.5,1.85,4.43,16.88,2.69,3.48,13.81,0.34,0.64,1.09,2.86,1.81,0.5,6.32,0.2,4.28,3.3,0.61,1.1,3.25,0.61,0.6,0.98,0.34,49.64,50.36,31.65,17.55,13.94,2.31,32.11,2.44,11.44,85.04,5.07,40.17,22.46,1.32,0.63,21.08,33.95,44.97,51128000.0,11449000000.0,13988.0423745241,130861007,63.6981717471195,52.3348874827274,83.12233799,116.486713265167,67.2419370882573,2.678,58.6490269101838,3.85322686953104,1.35057631384696,24.8589948436701,0.3907046199025505,87.48977455140628
MKD,,,12.98,9.16,,7.02,,2.72,12.32,1.16,9.93,3.31,6.17,0.09,0.98,2.68,5.55,2.5,1.43,2.42,11.63,2.33,3.76,17.26,0.72,0.89,0.98,2.33,2.5,0.45,5.37,0.09,4.11,2.24,0.63,1.07,4.03,0.63,1.61,0.54,0.63,52.87,47.13,26.73,19.08,18.36,2.79,29.97,3.06,11.27,87.48,4.62,43.17,22.72,0.03,0.98,17.89,40.25,41.86,118000.0,253000000.0,9291.8566035502,1824359,60.5766420099385,19.7458532350437,93.6,108.38712260883,65.1525033612012,12.265,56.2488933827217,21.6117320275475,2.99373536567732,1.52854990019388,0.06468025207757903,138.67884555616521
MLT,,,15.19,7.7,,8.58,,2.74,12.76,2.06,10.92,4.6,4.46,0.07,0.55,1.85,3.85,1.92,1.17,3.43,15.11,2.34,6.52,13.8,0.21,0.27,1.03,3.78,1.79,0.55,7.14,0.21,3.78,2.34,0.69,1.03,2.47,0.41,0.89,0.55,0.21,50.11,49.89,30.88,17.81,15.68,2.41,30.19,3.03,11.94,87.51,4.66,44.08,23.75,0.04,4.0,17.64,34.32,48.04,718000.0,,44023.6341078148,568847,81.1579153000689,10.673062641254,93.86029816,142.070062100751,66.7571955145133,3.1,81.5881262237052,1.79151712619917,6.21275996991034,0.562898250512237,1.2622023145063612,
MNG,,2.05,13.12,7.74,,9.52,2.05,2.78,11.88,1.24,7.55,3.71,3.71,0.0,0.24,3.71,2.16,1.27,1.13,3.54,12.08,3.74,1.85,20.19,0.76,0.45,1.41,1.44,5.97,0.38,7.62,0.24,2.2,5.18,0.31,0.38,2.61,0.45,3.4,0.89,0.21,42.56,57.44,42.95,12.21,13.76,3.97,25.22,1.9,10.38,86.37,3.71,24.1,17.98,0.07,1.37,34.11,33.05,32.84,66900.0015258789,49000000.0,6750.6301157724,3524788,49.8067541824181,39.6074483942625,85.12349701,140.670025377351,62.6690528666049,5.158,44.3407185995683,3.85199323534364,5.12204539122661,5.91503475082916,0.01897986532122752,13.901545284425616
MOZ,,1.74,19.86,5.48,,9.18,1.74,2.88,12.44,2.57,4.65,3.36,5.5,0.07,0.29,1.93,2.5,0.5,0.86,2.72,24.52,5.08,3.15,13.87,0.57,0.57,1.5,1.43,3.5,0.14,7.15,0.14,2.72,4.15,0.07,1.43,2.36,0.29,1.22,0.93,0.29,47.87,52.13,40.62,10.17,12.82,2.58,31.95,1.86,10.93,83.2,5.27,31.32,20.23,0.03,0.08,43.32,24.8,31.88,2033000.0,113000000.0,656.976148587772,34631766,20.4986707202032,18.0566317188996,20.52729988,49.5047696961223,52.7671675767271,6.668,41.0839779014212,0.794844807336678,2.14892499135355,,0.05870333034705767,3.2629003095019757
MUS,,1.2,13.54,7.47,,10.34,1.2,2.8,12.62,0.47,10.06,4.02,5.7,0.0,0.4,2.21,3.62,1.07,1.88,4.02,17.71,4.09,6.37,12.41,0.34,0.34,0.94,2.35,2.01,0.4,6.57,0.07,3.35,2.75,0.34,1.54,2.88,0.4,0.6,0.6,0.47,49.38,50.62,34.77,14.42,12.4,2.83,33.56,2.02,11.68,84.64,5.68,40.27,23.68,0.04,1.74,17.84,32.8,49.36,316000.0,518000000.0,11990.9355434317,1245779,74.1236271519757,48.0664070387376,73.30793533,172.68356921857,71.6632485531035,5.548,64.3727148822015,4.07725576997817,4.94844235250574,2.27249663925174,0.25365654742935945,415.80408724179813
MYS,0.37,1.09,14.54,8.05,0.32,8.13,0.73,2.78,12.7,1.55,8.63,5.05,4.65,0.04,0.42,2.93,3.9,1.39,1.73,3.73,16.43,2.57,4.27,14.8,0.23,0.6,0.89,3.18,1.55,0.41,6.12,0.14,4.13,3.16,0.32,1.14,3.25,0.45,0.92,1.15,0.26,52.8,47.2,30.77,15.15,16.0,2.71,32.1,3.27,11.85,86.07,5.1,41.25,22.83,0.51,0.87,19.82,33.9,46.28,4333000.0,3386000000.0,11874.4273684245,35557673,64.5608215166271,39.2995976026554,98.0206059,139.664651283564,70.4757553949642,3.846,53.7203005018668,8.65874213939161,5.10545921024041,0.734492430713877,0.12185836795338098,95.22557901918947
NAM,,,13.55,7.24,,10.39,,2.82,12.67,1.72,5.95,3.04,4.23,0.0,0.13,1.85,2.65,0.53,1.59,3.84,20.11,5.42,4.76,13.62,0.53,0.66,1.46,1.46,5.56,0.13,6.75,0.0,4.5,2.51,0.13,2.38,3.17,0.66,0.4,0.26,0.0,47.09,52.91,40.13,11.66,15.36,2.12,28.21,2.52,11.93,82.14,5.77,33.7,23.97,0.02,0.44,36.38,27.78,35.85,187100.006103516,155000000.0,4501.84849548225,3030131,60.8871176269295,33.8090186441394,64.87460327,85.1648988113055,59.3473021463429,19.157,54.0604480745882,2.01916652214214,3.77851723267591,11.2077806904171,0.0617465073633833,51.15290395035726
NGA,0.32,1.42,21.76,7.79,0.25,6.68,0.87,2.81,11.87,2.01,6.57,3.0,6.73,0.02,0.87,1.01,3.29,0.91,3.1,2.04,15.25,4.41,7.26,12.53,0.19,0.75,1.62,6.76,1.21,0.45,5.19,0.17,4.3,2.03,0.17,3.42,2.24,0.26,0.26,1.06,0.91,48.3,51.7,36.19,14.21,12.4,2.51,32.6,2.09,10.75,83.76,7.01,46.99,28.31,0.73,0.24,17.63,34.73,47.64,,321000000.0,1084.16041805058,232679478,49.0599947613178,6.58423434295707,41.21139908,70.7619057835431,55.9374923815531,3.045,53.7295617367143,4.03817725408016,4.07106650147703,15.7466808233499,,1.3795801965827
NLD,0.69,1.13,13.74,11.09,0.37,7.55,0.9099999999999999,2.69,12.41,1.87,12.68,5.59,3.44,0.03,0.5,2.03,2.67,1.77,0.95,2.5,13.98,1.42,5.69,18.64,0.28,0.94,0.73,2.52,1.27,0.38,6.52,0.19,4.04,1.76,1.0,1.51,2.9,0.3,1.03,0.69,0.18,54.73,45.27,27.79,16.42,18.3,2.32,31.75,3.41,11.61,90.32,3.97,40.01,23.77,1.07,3.9,14.64,44.54,40.82,7265000.0,10926200195.3125,67465.3208126875,17993485,84.2327132404915,7.32240935012186,97.00679779,128.538765867661,64.4782773402102,3.7,70.4741592609467,9.5248739661686,1.07383137319854,0.690893081283378,0.40375724880422,607.2309058146601
NOR,0.61,0.93,13.1,10.12,0.35,6.59,0.77,2.63,12.63,2.77,11.46,6.17,2.97,0.04,0.32,2.03,2.38,1.71,1.23,2.35,13.06,3.47,3.95,22.23,0.37,0.76,0.6,1.32,2.47,0.41,5.71,0.12,3.34,1.98,0.87,1.34,2.53,0.26,1.03,0.58,0.14,58.74,41.26,24.99,15.27,23.65,2.42,28.81,4.86,11.96,91.31,3.86,44.3,24.24,0.35,4.04,26.38,42.45,31.17,1397000.0,2196000000.0,89888.9535204758,5572279,79.3762166078181,12.8271978246686,99.0,109.348606513576,65.0260101924808,4.0,53.5205680842577,8.13394937577002,1.42372134524737,0.724747049690651,0.25070532182613253,394.0936912886092
NPL,0.27,1.52,12.7,6.78,0.25,6.74,0.895,2.78,12.27,0.97,7.82,2.88,5.16,0.03,0.62,3.25,5.62,1.63,1.04,2.08,14.19,6.02,1.81,18.11,0.34,0.8,1.0,2.54,2.51,0.45,5.77,0.08,3.93,2.54,0.26,1.81,3.57,0.57,0.85,1.09,0.66,48.73,51.27,36.39,13.58,17.42,2.54,27.78,2.29,11.02,86.59,4.8,32.09,19.69,0.19,0.41,31.95,33.98,34.07,230000.0,238000000.0,1460.28237984149,29651054,45.4888949006541,33.2559926774472,46.32189941,99.8471420273964,65.0673722244853,10.5,54.8909878849941,7.0507799391948,3.67787459697703,2.13004129984372,0.007756891205283967,8.026696116772106
NZL,0.44,1.05,14.86,9.09,0.29,8.0,0.745,2.69,12.58,1.33,10.99,5.96,3.1,0.03,0.44,2.38,2.81,1.54,1.05,2.97,17.05,2.42,5.94,16.26,0.28,0.66,0.75,2.43,2.05,0.34,6.21,0.15,3.87,1.77,0.97,1.92,2.77,0.25,0.37,0.81,0.13,53.67,46.33,28.98,16.21,16.29,2.48,32.22,3.83,11.95,91.19,4.37,43.02,26.66,0.39,4.84,19.57,37.27,43.16,996000.0,,49432.3626396797,5290000,74.414928815076,51.8155969463972,93.51930237,130.093457083544,64.6855719969374,4.724,68.2335892307508,6.23885230872959,-0.868722371893952,1.46149415952832,0.1882797731568998,
OMN,,1.65,12.34,7.27,,9.7,1.65,2.8,12.52,1.22,7.93,4.6,6.45,0.0,0.11,2.08,3.0,1.19,1.04,3.86,15.8,4.78,4.34,14.68,0.41,0.56,1.33,1.67,2.41,0.52,7.16,0.22,3.15,3.86,0.3,1.71,2.56,0.44,1.08,1.22,0.33,49.92,50.08,34.24,14.4,13.77,2.87,32.56,2.16,11.31,81.27,5.41,35.57,19.55,0.07,0.73,25.03,31.81,43.16,869000.0,669000000.0,20285.2272765262,5281538,54.4433584275524,46.1497296564487,95.25174678,120.61105087402,72.6410753837235,3.203,46.0137001295149,6.9797490103033,1.63163231397978,0.138633928990513,0.16453540616388634,126.66764870384347
PAK,0.3,1.14,15.21,7.78,0.22,7.05,0.72,2.77,11.89,1.14,7.01,2.87,6.64,0.0,1.14,2.19,4.03,1.15,1.58,2.41,12.72,6.33,3.68,14.52,0.35,0.62,1.66,4.89,1.71,0.81,6.14,0.19,4.04,2.6,0.27,2.31,3.61,0.45,0.69,1.16,1.1,49.31,50.69,35.65,13.79,16.23,2.46,29.57,2.29,10.47,83.82,5.11,34.96,21.38,1.08,0.31,29.74,29.94,40.32,,765000000.0,1479.47755241191,251269164,38.2723455827609,9.23749826623409,57.253,76.8544559649986,59.0344412496235,5.492,50.7097455434804,44.6151512007476,3.08176295579301,4.33487075793336,,3.0445438979531927
PAN,,1.34,12.5,8.0,0.41,9.39,1.34,2.81,12.38,0.39,8.44,5.47,4.98,0.0,0.39,3.0,2.28,1.62,1.35,4.98,17.96,3.91,3.85,12.16,0.33,0.63,1.35,2.92,1.82,0.44,6.93,0.17,4.4,3.55,0.47,0.94,2.48,0.63,0.94,1.05,0.22,49.15,50.85,34.23,15.11,12.02,2.98,33.9,1.77,11.21,85.64,4.96,36.15,23.09,0.09,1.28,22.08,33.05,44.87,647000.0,1841000000.0,19161.218843129,4515577,66.6197690637056,32.6605371487436,72.77149963,156.586507591014,65.7519625952564,8.451,69.3442616635882,2.62187286806136,2.74784148771307,11.7072934419645,0.14328179986743667,407.6998354806041
PER,0.24,1.43,13.82,5.93,0.31,9.55,0.835,2.83,13.07,1.99,5.37,4.47,4.07,0.03,0.2,4.65,2.95,0.91,1.39,4.49,21.19,6.12,2.1,13.42,0.39,0.52,0.97,1.73,2.58,0.45,6.43,0.13,2.87,4.29,0.28,0.84,2.89,0.72,0.49,0.91,0.19,52.42,47.58,34.65,12.04,13.34,1.87,35.52,2.58,12.0,82.79,4.99,34.65,19.63,0.57,1.05,41.87,21.96,36.17,1119000.0,1002000000.0,8526.29665719783,34217848,59.7982208371666,52.3548372064219,81.95705992,124.623544414599,66.8014725356409,5.199,50.8679661505984,2.20013705532384,3.5152749274832,8.60480803979216,0.03270223188787325,29.282963674395887
PHL,0.45,1.28,18.99,7.23,0.29,7.75,0.865,2.75,12.18,1.68,6.94,3.9,5.94,0.03,0.71,2.28,5.77,1.13,2.86,3.08,15.29,3.29,6.34,12.89,0.5,0.79,0.98,4.37,1.26,0.5,6.05,0.18,2.89,2.42,0.32,1.69,3.04,0.59,0.5,1.29,0.5,50.83,49.17,32.97,15.03,12.22,2.39,34.49,2.9,11.26,87.08,4.9,37.85,23.57,0.8,0.44,23.09,31.9,45.01,1483000.0,2769000000.0,3985.29464669706,115843670,59.3162032087416,18.3898321556718,67.26300914,115.298749599352,66.6399983988767,2.202,63.2277855690815,15.9566076017281,5.71474526128652,4.34759149828352,0.01280173530413876,23.902902938071627
POL,0.49,1.61,12.43,10.71,0.32,6.75,1.05,2.7,12.5,1.15,12.08,5.43,3.6,0.04,0.53,1.81,3.7,2.35,1.38,2.4,12.07,2.0,3.67,19.41,0.45,0.66,0.82,3.15,1.26,0.61,7.26,0.21,4.3,1.63,0.75,0.97,3.66,0.38,1.36,0.72,0.21,52.15,47.85,28.36,17.84,18.51,3.44,28.25,3.6,11.57,90.12,4.1,38.58,21.11,0.75,1.33,12.31,45.92,41.77,88515000.0,8379000000.0,25103.565661423,36559233,63.2978087992086,11.9171816744587,88.58496367,138.016156588197,65.0508166995989,2.807,59.1475357964785,16.7175333733504,3.02841630700273,0.802314721828908,2.4211394150418855,229.18970975129594
PRI,0.45,1.58,11.37,10.49,0.44,8.5,1.0150000000000001,2.75,12.24,0.7,12.19,5.49,3.88,0.0,0.3,1.49,1.82,1.18,1.79,3.49,17.4,2.67,4.3,17.25,0.39,0.45,1.39,2.82,1.88,0.36,6.52,0.12,4.79,2.06,0.85,0.73,1.7,0.3,0.55,0.91,0.24,50.08,49.92,32.79,15.68,15.44,2.92,29.96,3.22,11.33,89.21,4.42,37.25,24.14,0.08,1.68,16.1,42.9,40.99,3882000.0,2921000000.0,39353.2242360643,3202521,83.8824106340782,,87.29178106,126.426375391555,63.6526418448685,5.639,51.8089701174057,,3.17707554784896,14.5896581532053,1.2121700372924955,912.0939409921122
PRT,0.55,0.9,13.69,9.04,0.3,8.04,0.7250000000000001,2.76,12.75,1.17,10.49,5.37,4.12,0.03,0.44,2.19,3.52,1.88,1.14,3.35,15.41,2.25,5.2,15.33,0.33,0.54,1.01,3.18,1.44,0.41,6.36,0.15,4.15,2.66,0.72,1.14,3.26,0.43,1.15,0.94,0.24,52.51,47.49,29.07,17.44,15.39,2.08,33.14,2.88,11.85,87.87,4.65,41.11,22.98,0.53,3.32,17.91,38.29,43.8,4208000.0,10522000000.0,29328.3067415343,10694681,72.3809878491654,47.976567132538,88.48704454,124.129981203404,62.6679299405748,6.5,66.2948271282742,8.46870124273546,2.21459232301109,0.719971949892832,0.3934666213980576,983.8535623456183
PRY,,1.24,11.52,8.34,,9.5,1.24,2.8,12.38,0.66,8.59,4.37,5.39,0.0,0.31,2.11,3.59,1.84,1.64,5.27,14.37,3.36,2.42,15.38,0.27,0.74,1.17,3.59,2.54,0.51,7.38,0.43,4.1,2.77,0.39,0.82,2.97,0.82,0.82,1.09,0.27,47.71,52.29,32.69,17.91,14.66,3.21,29.2,2.31,11.28,82.58,5.07,38.51,21.41,0.06,0.59,17.3,33.91,48.79,1077000.0,104000000.0,6456.60723068562,6929153,64.8789534557871,25.8382138529153,81.57806793,126.605481531224,64.8744298184785,5.686,48.4177432720608,10.1032800316061,4.66914577981763,6.7795163925492,0.15543025244210945,15.009049446591813
PSE,,1.56,11.73,6.88,,8.05,1.56,2.74,12.9,1.57,5.98,3.38,6.77,0.0,0.16,2.52,6.61,2.12,0.79,3.07,13.77,5.43,2.6,17.78,0.39,0.24,1.73,2.36,1.97,1.02,5.11,0.24,3.15,2.05,0.16,0.94,4.72,1.18,1.26,0.55,0.39,48.13,51.87,30.99,19.4,16.4,2.84,27.21,3.15,11.77,79.94,5.36,39.44,17.86,0.03,0.43,36.66,26.59,36.74,93000.0,,3028.25481286981,5289152,63.7764456981664,25.6595396026424,86.63765334,76.6918854204372,58.1151601426855,24.42,60.2089043447858,17.6982188745939,-22.8573273913324,0.622023007311598,0.0175831588882301,
QAT,0.44,1.26,14.1,9.18,0.63,9.26,0.85,2.77,12.37,0.77,10.22,4.07,5.31,0.03,0.13,2.14,1.93,0.95,1.11,4.41,15.05,3.27,5.44,15.21,0.34,0.42,1.69,2.01,1.45,0.37,7.0,0.26,4.3,3.22,0.61,3.06,2.38,0.4,1.14,0.95,0.4,51.92,48.08,33.59,13.24,14.91,2.6,32.82,2.84,11.23,83.95,5.51,36.5,23.16,0.09,1.66,11.65,37.51,50.85,582000.0,14318000000.0,75685.0865779973,2857822,60.111192700906,27.921185136624,98.08540344,153.612474384296,83.2534395653097,0.13,45.3465716259882,3.44541870396169,3.10963283242745,0.0691454145354033,0.20365159201657765,5010.109097067627
ROU,0.4,1.19,12.55,10.26,0.26,6.92,0.7949999999999999,2.72,12.37,2.07,12.94,5.17,3.9,0.04,0.42,1.67,3.89,1.57,1.39,2.59,13.37,2.44,3.12,18.95,0.37,0.61,0.9,2.97,1.49,0.45,5.65,0.19,3.92,2.08,0.93,0.85,3.55,0.42,1.12,0.73,0.24,52.12,47.88,28.37,18.24,18.06,2.65,29.54,3.14,11.3,87.18,4.49,41.52,22.44,0.4,1.37,18.05,42.99,38.96,5023000.0,1611000000.0,20080.2096215595,19051804,56.0827196502939,13.3403180409017,91.29048551,119.804862328273,64.3032364614878,5.4,62.5509064348212,25.6418520743739,0.916003764382594,1.10887485110282,0.26364957355219487,84.5589215593442
RWA,,1.54,14.16,6.4,,9.48,1.54,2.83,12.61,1.61,4.02,2.91,6.74,0.0,0.43,1.98,3.9,1.92,0.93,2.84,19.54,5.75,2.78,16.82,0.25,0.37,1.18,1.92,2.91,0.19,5.63,0.19,3.65,3.77,0.25,2.6,2.72,0.31,0.74,1.05,0.12,44.32,55.68,39.69,14.22,15.09,3.17,26.34,1.49,11.51,81.32,5.87,36.55,22.39,0.04,0.2,34.76,23.62,41.62,1634000.0,212000000.0,1059.93709298801,14256567,45.3766008356205,53.6036245630339,31.70330048,93.201462876722,58.7131340494922,11.331,52.1933573536168,3.18700596231297,7.22717103344534,3.61247427164444,0.11461384777976352,14.87034010361681
SAU,0.47,1.47,11.32,8.5,0.39,9.96,0.97,2.77,12.48,0.88,9.15,4.61,5.8,0.02,0.16,2.14,2.89,1.2,1.01,5.07,14.56,2.93,4.02,16.64,0.3,0.56,1.16,1.63,1.44,0.55,6.17,0.16,3.88,4.77,0.5,1.97,2.81,0.39,1.28,1.06,0.28,51.39,48.61,32.13,15.08,15.33,2.87,31.8,2.79,11.21,80.71,5.51,35.34,19.81,0.57,0.93,16.59,36.16,47.26,20292000.0,5960000000.0,35527.786181866,35300280,74.3640725725168,65.2377358160304,100.0,159.541370566589,73.2305753804171,3.518,46.8660828725664,3.45004286026428,2.64893068308965,0.935259944754359,0.5748396330000782,168.83718769369534
SEN,0.54,1.4,14.52,5.84,,9.1,0.97,2.84,12.65,1.29,4.77,4.02,6.43,0.02,0.14,2.29,2.9,2.59,1.26,2.81,20.2,5.52,3.97,15.59,0.16,0.49,1.59,1.85,2.64,0.28,5.19,0.16,2.34,3.93,0.23,2.13,2.73,0.35,0.91,0.96,0.26,48.18,51.82,35.91,14.64,15.88,2.44,29.42,1.71,11.32,80.68,5.92,38.2,21.07,0.11,0.41,34.91,28.1,36.99,,,1738.73223822106,18501984,47.0917586065975,39.8081125934145,60.11780167,123.894453697506,58.1999109338785,2.788,49.0753249208956,8.67023419984248,6.46220577412338,,,
SGP,0.64,1.03,13.04,9.68,0.44,7.54,0.835,2.75,13.05,0.8,12.15,6.61,3.32,0.02,0.44,2.69,2.5,1.44,1.33,3.59,14.59,2.09,5.36,16.61,0.3,0.57,0.66,2.03,1.18,0.45,6.51,0.13,4.74,3.14,0.5,1.69,2.49,0.32,0.87,0.69,0.18,53.7,46.3,31.08,14.08,18.89,2.47,30.53,2.95,12.43,90.03,4.93,41.8,24.6,0.62,5.81,10.97,42.28,46.75,2742000.0,,94896.5621495988,6036860,85.7394584559933,6.13353263390773,94.37757178,170.78256295407,74.6576230281015,2.737,73.148677820633,7.77939240054769,5.3435120192366,0.0690954942050905,0.45420963878572634,
SLV,,1.42,13.43,7.8,,7.06,1.42,2.82,12.44,0.37,7.57,4.22,5.75,0.08,0.25,3.84,3.68,1.94,1.78,5.42,17.24,3.68,2.94,13.6,0.5,0.37,0.91,1.82,2.27,0.45,5.46,0.08,3.93,3.35,0.54,1.07,3.39,1.28,0.79,1.16,0.29,47.62,52.38,32.54,18.64,12.7,2.28,31.34,2.49,11.28,82.15,5.18,39.07,19.26,0.06,0.59,27.67,28.99,43.34,707000.0,755000000.0,5503.10317151907,6338193,62.6593656340507,58.3875874760623,66.47769928,176.517423814642,67.0452603762618,3.261,60.221624421978,6.96593654554928,2.5904637107794,7.89768799960639,0.11154598794956228,119.11912433086212
SRB,0.46,1.18,13.19,9.64,0.32,6.12,0.82,2.64,12.24,0.63,12.14,4.96,3.94,0.02,0.94,2.06,4.44,1.89,1.44,2.67,10.72,1.73,3.87,20.01,0.31,0.75,1.0,3.5,1.6,0.71,5.81,0.08,3.64,1.31,0.87,1.48,4.14,0.73,1.5,0.81,0.31,54.41,45.59,25.43,18.92,20.85,2.72,28.64,3.44,11.3,88.67,4.1,43.8,23.03,0.13,1.31,11.66,42.32,46.02,446000.0,1422000000.0,13677.7794863909,6586476,54.3442615705547,19.5137802754005,87.69071294,123.822194984291,63.0029307254993,7.24,58.7832317170655,28.5641919197405,3.94992622592932,1.31400205013848,0.06771451076417799,215.8969379073119
SVK,0.51,1.18,11.27,10.27,,6.77,0.845,2.69,12.33,1.52,11.1,5.45,4.48,0.06,0.66,1.95,3.41,2.04,1.32,2.69,11.72,3.08,3.04,21.39,0.47,0.82,0.62,2.36,1.71,0.41,6.44,0.12,3.56,1.54,0.93,0.7,3.72,0.37,1.23,0.88,0.19,51.7,48.3,28.79,18.23,20.12,2.63,26.99,3.24,11.28,90.05,3.99,40.31,21.48,0.12,1.43,18.05,44.68,37.27,,1303000000.0,25992.6748502048,5422069,62.8083952551293,12.2357351114145,89.82507032,139.967676092657,65.7013984358678,5.3,59.9609861243037,16.371276189484,1.93867445549446,1.12358440823663,,240.3141678942116
SVN,,1.01,11.74,10.23,,7.2,1.01,2.71,12.61,1.49,10.46,4.85,4.12,0.04,0.44,2.48,4.41,2.37,1.2,2.92,12.1,2.48,4.45,18.92,0.33,0.73,1.24,2.48,2.08,0.44,5.94,0.26,4.01,1.86,0.73,0.69,3.54,0.69,1.42,0.66,0.18,51.31,48.69,28.71,18.96,18.34,2.09,28.9,3.01,11.71,89.14,4.05,40.3,21.87,0.07,2.13,18.19,40.27,41.55,1216000.0,1418000000.0,34301.0318686594,2127400,64.1713918522529,26.738451841315,90.76355487,130.86090177123,63.5127305869434,3.7,57.9394382652417,8.66604534266778,1.73139722479493,0.566466326409227,0.5715897339475416,666.541318040801
SWE,0.5,1.22,13.58,10.41,0.36,6.86,0.86,2.65,12.46,2.28,12.12,6.4,3.21,0.06,0.44,1.75,3.06,1.87,1.32,2.18,12.72,1.63,4.43,20.32,0.4,0.79,0.54,1.68,1.84,0.33,6.24,0.17,3.92,2.12,0.87,1.79,3.23,0.35,1.12,0.67,0.14,55.7,44.3,25.69,17.45,20.34,2.62,29.98,3.91,11.72,90.88,3.96,43.77,23.39,0.46,2.98,16.93,44.96,38.11,1957000.0,,57222.7100565003,10569709,81.166618722452,9.0354109299867,95.52930428,140.686673016562,62.2674518966203,8.4,66.4793112706122,20.5030862115119,1.01779633304398,1.14675703743944,0.18515173880378352,
TGO,,1.55,15.8,6.39,,7.17,1.55,2.84,12.34,1.38,6.14,1.9,6.92,0.0,0.69,1.73,4.41,1.73,1.38,2.16,18.51,3.98,2.34,16.52,0.09,0.87,1.82,3.2,2.51,0.95,6.4,0.35,3.63,2.25,0.0,2.08,3.29,0.61,1.21,0.35,0.61,47.72,52.28,36.45,14.11,14.72,3.29,30.04,1.39,10.89,79.22,6.75,39.31,22.4,0.03,0.22,26.3,34.17,39.53,482000.0,264000000.0,1266.08777721447,8406558,43.6019626304146,14.976443683236,39.48320007,80.8035554767112,55.6580112811926,1.948,49.1964794843188,6.92168773862945,6.52651376797853,,0.05733618919895634,31.404053835113015
